Reporting Area,MMWR Year,MMWR Week,"Severe acute respiratory syndrome-associated coronavirus desease, Current week","Severe acute respiratory syndrome-associated coronavirus desease, Current week, flag","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2019†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2019†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2018†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2018†, flag","Shiga toxin-producing Escherichia coli, Current week","Shiga toxin-producing Escherichia coli, Current week, flag","Shiga toxin-producing Escherichia coli, Previous 52 weeks Max†","Shiga toxin-producing Escherichia coli, Previous 52 weeks Max†, flag","Shiga toxin-producing Escherichia coli, Cum 2019†","Shiga toxin-producing Escherichia coli, Cum 2019†, flag","Shiga toxin-producing Escherichia coli, Cum 2018†","Shiga toxin-producing Escherichia coli, Cum 2018†, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Max†","Shigellosis, Previous 52 weeks Max†, flag","Shigellosis, Cum 2019†","Shigellosis, Cum 2019†, flag","Shigellosis, Cum 2018†","Shigellosis, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
MARYLAND,2019,16,,-,0,,,-,,-,,-,12,,50,,50,,1,,11,,69,,50,,"MARYLAND
(38.946466, -76.687282)",,20191633
NORTH CAROLINA,2019,16,,-,0,,,-,,-,,-,20,,51,,62,,,-,13,,53,,65,,"NORTH CAROLINA
(35.52603, -79.130883)",,20191634
SOUTH CAROLINA,2019,16,,-,0,,,-,,-,,-,6,,16,,45,,,-,16,,16,,127,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191635
VIRGINIA,2019,16,,-,0,,,-,,-,1,,17,,54,,60,,5,,14,,49,,48,,"VIRGINIA
(37.510861, -78.666382)",,20191636
WEST VIRGINIA,2019,16,,-,0,,,-,,-,,-,6,,6,,12,,,-,2,,1,,6,,"WEST VIRGINIA
(38.642579, -80.613729)",,20191637
EAST SOUTH CENTRAL,2019,16,,-,0,,,-,,-,,-,37,,187,,133,,,-,30,,150,,210,,,EAST SOUTH CENTRAL,20191638
ALABAMA,2019,16,,-,0,,,-,,-,,-,8,,28,,16,,,-,13,,61,,70,,"ALABAMA
(32.756889, -86.844516)",,20191639
KENTUCKY,2019,16,,-,0,,,-,,-,,-,15,,54,,24,,,-,5,,12,,30,,"KENTUCKY
(37.526683, -85.290484)",,20191640
MISSISSIPPI,2019,16,,-,0,,,-,,-,,-,7,,12,,31,,,-,19,,42,,49,,"MISSISSIPPI
(32.713378, -89.65344)",,20191641
TENNESSEE,2019,16,,-,0,,,-,,-,,-,22,,93,,62,,,-,10,,35,,61,,"TENNESSEE
(35.842998, -86.343226)",,20191642
WEST SOUTH CENTRAL,2019,16,,-,0,,,-,,-,7,,90,,254,,294,,4,,82,,377,,311,,,WEST SOUTH CENTRAL,20191643
ARKANSAS,2019,16,,-,0,,,-,,-,6,,7,,25,,19,,2,,9,,31,,33,,"ARKANSAS
(34.899825, -92.439162)",,20191644
LOUISIANA,2019,16,,-,0,,,-,,-,,-,18,,9,,22,,,-,10,,18,,54,,"LOUISIANA
(30.921314, -91.840238)",,20191645
OKLAHOMA,2019,16,,-,0,,,-,,-,1,,37,,16,,17,,2,,6,,25,,14,,"OKLAHOMA
(35.583449, -97.508297)",,20191646
TEXAS,2019,16,,-,0,,,-,,-,,-,84,,204,,236,,,-,67,,303,,210,,"TEXAS
(31.447238, -99.317341)",,20191647
MOUNTAIN,2019,16,,-,0,,,-,,-,7,,61,,217,,274,,10,,39,,172,,216,,,MOUNTAIN,20191648
ARIZONA,2019,16,,-,0,,,-,,-,5,,12,,47,,70,,6,,21,,73,,84,,"ARIZONA
(34.293239, -111.664616)",,20191649
COLORADO,2019,16,,-,0,,,-,,-,2,,19,,82,,91,,4,,14,,59,,63,,"COLORADO
(38.998552, -105.547832)",,20191650
IDAHO,2019,16,,-,0,,,-,,-,,-,12,,33,,35,,,-,5,,8,,15,,"IDAHO
(44.389073, -114.659366)",,20191651
MONTANA,2019,16,,-,0,,,-,,-,,-,8,,15,,26,,,-,2,,3,,3,,"MONTANA
(47.033521, -109.645127)",,20191652
NEVADA,2019,16,,-,0,,,-,,-,,-,4,,2,,4,,,-,6,,6,,26,,"NEVADA
(39.283294, -114.916992)",,20191653
NEW MEXICO,2019,16,,-,0,,,-,,-,,-,7,,13,,21,,,-,5,,14,,12,,"NEW MEXICO
(34.421369, -106.108388)",,20191654
UTAH,2019,16,,-,0,,,-,,-,,-,11,,21,,26,,,-,6,,9,,12,,"UTAH
(39.323779, -111.678222)",,20191655
WYOMING,2019,16,,-,0,,,-,,-,,-,6,,4,,1,,,-,1,,,-,1,,"WYOMING
(42.999627, -107.55145)",,20191656
PACIFIC,2019,16,,-,0,,,-,,-,3,,59,,125,,116,,10,,168,,891,,842,,,PACIFIC,20191657
ALASKA,2019,16,,-,0,,,-,,-,,-,2,,,-,13,,,-,1,,2,,5,,"ALASKA
(63.631126, -151.631889)",,20191658
CALIFORNIA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,9,,109,,725,,668,,"CALIFORNIA
(37.211164, -119.662127)",,20191659
HAWAII,2019,16,,-,0,,,-,,-,,-,2,,1,,1,,,-,31,,24,,42,,"HAWAII
(21.361013, -157.854309)",,20191660
OREGON,2019,16,,-,0,,,-,,-,3,,15,,67,,60,,1,,68,,60,,49,,"OREGON
(43.940449, -120.605279)",,20191661
WASHINGTON,2019,16,,-,0,,,-,,-,,-,46,,57,,42,,,-,71,,80,,78,,"WASHINGTON
(47.411715, -120.592492)",,20191662
US TERRITORIES,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191663
AMERICAN SAMOA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20191664
NORTHERN MARIANA ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191665
GUAM,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191666
PUERTO RICO,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191667
U.S. VIRGIN ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191668
NON-US RESIDENTS,2019,16,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191669
TOTAL,2019,16,,-,0,,,-,,-,59,,439,,1959,,2346,,77,,461,,3082,,3629,,,TOTAL,20191670
US RESIDENTS,2019,17,,-,0,,,-,,-,73,,438,,2314,,2570,,94,,460,,3650,,3868,,,US RESIDENTS,20191701
NEW ENGLAND,2019,17,,-,0,,,-,,-,1,,19,,90,,120,,8,,55,,116,,75,,,NEW ENGLAND,20191702
CONNECTICUT,2019,17,,-,0,,,-,,-,,-,7,,37,,30,,,-,5,,23,,14,,"CONNECTICUT
(41.575155, -72.738288)",,20191703
MAINE,2019,17,,-,0,,,-,,-,,-,3,,7,,13,,,-,1,,4,,3,,"MAINE
(45.117911, -69.06137)",,20191704
MASSACHUSETTS,2019,17,,-,0,,,-,,-,1,,9,,22,,49,,8,,11,,59,,45,,"MASSACHUSETTS
(42.151077, -71.481104)",,20191705
NEW HAMPSHIRE,2019,17,,-,0,,,-,,-,,-,5,,7,,7,,,-,2,,7,,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191706
RHODE ISLAND,2019,17,,-,0,,,-,,-,,-,4,,7,,11,,,-,5,,19,,10,,"RHODE ISLAND
(41.572574, -71.534637)",,20191707
VERMONT,2019,17,,-,0,,,-,,-,,-,4,,10,,10,,,-,43,,4,,3,,"VERMONT
(44.075252, -72.662695)",,20191708
MIDDLE ATLANTIC,2019,17,,-,0,,,-,,-,12,,53,,355,,302,,16,,86,,719,,510,,,MIDDLE ATLANTIC,20191709
NEW JERSEY,2019,17,,-,0,,,-,,-,,-,12,,8,,48,,,-,41,,201,,179,,"NEW JERSEY
(40.110253, -74.655514)",,20191710
NEW YORK,2019,17,,-,0,,,-,,-,9,,19,,116,,71,,6,,27,,90,,74,,"NEW YORK
(42.921241, -75.59655)",,20191711
NEW YORK CITY,2019,17,,-,0,,,-,,-,,-,20,,162,,89,,8,,43,,359,,205,,,NEW YORK CITY,20191712
PENNSYLVANIA,2019,17,,-,0,,,-,,-,3,,20,,69,,94,,2,,12,,69,,52,,"PENNSYLVANIA
(40.896694, -77.838886)",,20191713
EAST NORTH CENTRAL,2019,17,,-,0,,,-,,-,18,,82,,328,,415,,9,,48,,329,,438,,,EAST NORTH CENTRAL,20191714
ILLINOIS,2019,17,,-,0,,,-,,-,,-,16,,34,,66,,,-,21,,90,,127,,"ILLINOIS
(40.124144, -89.148632)",,20191715
INDIANA,2019,17,,-,0,,,-,,-,,-,12,,,-,39,,,-,5,,,-,40,,"INDIANA
(39.919991, -86.2818)",,20191716
MICHIGAN,2019,17,,-,0,,,-,,-,,-,14,,63,,58,,,-,13,,44,,48,,"MICHIGAN
(44.874798, -85.730977)",,20191717
OHIO,2019,17,,-,0,,,-,,-,15,,30,,139,,129,,7,,22,,157,,173,,"OHIO
(40.415534, -82.70936)",,20191718
WISCONSIN,2019,17,,-,0,,,-,,-,3,,30,,92,,123,,2,,6,,38,,50,,"WISCONSIN
(44.639954, -89.732969)",,20191719
WEST NORTH CENTRAL,2019,17,,-,0,,,-,,-,14,,80,,254,,286,,4,,23,,91,,281,,,WEST NORTH CENTRAL,20191720
IOWA,2019,17,,-,0,,,-,,-,2,,38,,94,,85,,,-,7,,16,,32,,"IOWA
(42.074659, -93.500061)",,20191721
KANSAS,2019,17,,-,0,,,-,,-,2,,18,,37,,40,,,-,10,,17,,56,,"KANSAS
(38.484729, -98.38018)",,20191722
MINNESOTA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191723
MISSOURI,2019,17,,-,0,,,-,,-,8,,18,,77,,80,,2,,16,,31,,162,,"MISSOURI
(38.3675, -92.477244)",,20191724
NEBRASKA,2019,17,,-,0,,,-,,-,2,,12,,29,,35,,2,,5,,19,,19,,"NEBRASKA
(41.527099, -99.810595)",,20191725
NORTH DAKOTA,2019,17,,-,0,,,-,,-,,-,5,,7,,19,,,-,2,,4,,2,,"NORTH DAKOTA
(47.446305, -100.46931)",,20191726
SOUTH DAKOTA,2019,17,,-,0,,,-,,-,,-,34,,10,,27,,,-,3,,4,,10,,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191727
SOUTH ATLANTIC,2019,17,,-,0,,,-,,-,14,,93,,430,,534,,39,,85,,721,,867,,,SOUTH ATLANTIC,20191728
DELAWARE,2019,17,,-,0,,,-,,-,,-,3,,3,,4,,,-,3,,8,,9,,"DELAWARE
(38.994926, -75.452394)",,20191729
DISTRICT OF COLUMBIA,2019,17,,-,0,,,-,,-,,-,3,,5,,8,,,-,7,,16,,22,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191730
FLORIDA,2019,17,,-,0,,,-,,-,10,,33,,166,,232,,33,,53,,393,,421,,"FLORIDA
(28.260731, -82.420978)",,20191731
GEORGIA,2019,17,,-,0,,,-,,-,2,,21,,71,,39,,3,,17,,97,,106,,"GEORGIA
(32.638481, -83.426574)",,20191732
MARYLAND,2019,17,,-,0,,,-,,-,,-,12,,50,,51,,2,,11,,71,,53,,"MARYLAND
(38.946466, -76.687282)",,20191733
NORTH CAROLINA,2019,17,,-,0,,,-,,-,,-,20,,50,,72,,,-,13,,60,,73,,"NORTH CAROLINA
(35.52603, -79.130883)",,20191734
SOUTH CAROLINA,2019,17,,-,0,,,-,,-,1,,6,,24,,48,,,-,16,,24,,128,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191735
VIRGINIA,2019,17,,-,0,,,-,,-,1,,17,,55,,67,,1,,14,,51,,49,,"VIRGINIA
(37.510861, -78.666382)",,20191736
WEST VIRGINIA,2019,17,,-,0,,,-,,-,,-,6,,6,,13,,,-,2,,1,,6,,"WEST VIRGINIA
(38.642579, -80.613729)",,20191737
EAST SOUTH CENTRAL,2019,17,,-,0,,,-,,-,3,,39,,212,,149,,,-,30,,157,,217,,,EAST SOUTH CENTRAL,20191738
ALABAMA,2019,17,,-,0,,,-,,-,1,,8,,34,,22,,,-,13,,66,,71,,"ALABAMA
(32.756889, -86.844516)",,20191739
KENTUCKY,2019,17,,-,0,,,-,,-,2,,15,,56,,28,,,-,5,,13,,31,,"KENTUCKY
(37.526683, -85.290484)",,20191740
MISSISSIPPI,2019,17,,-,0,,,-,,-,,-,7,,16,,31,,,-,19,,42,,53,,"MISSISSIPPI
(32.713378, -89.65344)",,20191741
TENNESSEE,2019,17,,-,0,,,-,,-,,-,23,,106,,68,,,-,10,,36,,62,,"TENNESSEE
(35.842998, -86.343226)",,20191742
WEST SOUTH CENTRAL,2019,17,,-,0,,,-,,-,2,,90,,256,,328,,8,,82,,385,,337,,,WEST SOUTH CENTRAL,20191743
ARKANSAS,2019,17,,-,0,,,-,,-,2,,7,,27,,22,,5,,9,,36,,34,,"ARKANSAS
(34.899825, -92.439162)",,20191744
LOUISIANA,2019,17,,-,0,,,-,,-,,-,18,,9,,24,,2,,10,,20,,59,,"LOUISIANA
(30.921314, -91.840238)",,20191745
OKLAHOMA,2019,17,,-,0,,,-,,-,,-,37,,16,,25,,1,,6,,26,,15,,"OKLAHOMA
(35.583449, -97.508297)",,20191746
TEXAS,2019,17,,-,0,,,-,,-,,-,84,,204,,257,,,-,67,,303,,229,,"TEXAS
(31.447238, -99.317341)",,20191747
MOUNTAIN,2019,17,,-,0,,,-,,-,6,,61,,242,,305,,7,,39,,193,,226,,,MOUNTAIN,20191748
ARIZONA,2019,17,,-,0,,,-,,-,2,,12,,50,,79,,4,,21,,81,,89,,"ARIZONA
(34.293239, -111.664616)",,20191749
COLORADO,2019,17,,-,0,,,-,,-,1,,19,,89,,98,,1,,14,,63,,64,,"COLORADO
(38.998552, -105.547832)",,20191750
IDAHO,2019,17,,-,0,,,-,,-,3,,12,,40,,39,,1,,5,,10,,16,,"IDAHO
(44.389073, -114.659366)",,20191751
MONTANA,2019,17,,-,0,,,-,,-,,-,8,,15,,30,,,-,2,,3,,3,,"MONTANA
(47.033521, -109.645127)",,20191752
NEVADA,2019,17,,-,0,,,-,,-,,-,4,,4,,5,,,-,6,,8,,26,,"NEVADA
(39.283294, -114.916992)",,20191753
NEW MEXICO,2019,17,,-,0,,,-,,-,,-,7,,13,,24,,,-,5,,16,,14,,"NEW MEXICO
(34.421369, -106.108388)",,20191754
UTAH,2019,17,,-,0,,,-,,-,,-,11,,24,,28,,1,,6,,12,,13,,"UTAH
(39.323779, -111.678222)",,20191755
WYOMING,2019,17,,-,0,,,-,,-,,-,6,,7,,2,,,-,1,,,-,1,,"WYOMING
(42.999627, -107.55145)",,20191756
PACIFIC,2019,17,,-,0,,,-,,-,3,,59,,147,,131,,3,,168,,939,,917,,,PACIFIC,20191757
ALASKA,2019,17,,-,0,,,-,,-,,-,2,,,-,14,,,-,1,,2,,5,,"ALASKA
(63.631126, -151.631889)",,20191758
CALIFORNIA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,1,,109,,765,,716,,"CALIFORNIA
(37.211164, -119.662127)",,20191759
HAWAII,2019,17,,-,0,,,-,,-,,-,2,,3,,1,,,-,31,,27,,68,,"HAWAII
(21.361013, -157.854309)",,20191760
OREGON,2019,17,,-,0,,,-,,-,3,,15,,76,,71,,1,,68,,61,,50,,"OREGON
(43.940449, -120.605279)",,20191761
WASHINGTON,2019,17,,-,0,,,-,,-,,-,46,,68,,45,,1,,71,,84,,78,,"WASHINGTON
(47.411715, -120.592492)",,20191762
US TERRITORIES,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191763
AMERICAN SAMOA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20191764
NORTHERN MARIANA ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191765
GUAM,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191766
PUERTO RICO,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191767
U.S. VIRGIN ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191768
NON-US RESIDENTS,2019,17,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191769
TOTAL,2019,17,,-,0,,,-,,-,73,,438,,2314,,2570,,94,,460,,3650,,3868,,,TOTAL,20191770
US RESIDENTS,2019,18,,-,0,,,-,,-,52,,460,,2394,,2976,,70,,469,,3795,,4221,,,US RESIDENTS,20191801
NEW ENGLAND,2019,18,,-,0,,,-,,-,,-,19,,100,,127,,2,,55,,124,,79,,,NEW ENGLAND,20191802
CONNECTICUT,2019,18,,-,0,,,-,,-,,-,7,,39,,33,,,-,5,,24,,16,,"CONNECTICUT
(41.575155, -72.738288)",,20191803
MAINE,2019,18,,-,0,,,-,,-,,-,3,,8,,13,,,-,1,,4,,3,,"MAINE
(45.117911, -69.06137)",,20191804
MASSACHUSETTS,2019,18,,-,0,,,-,,-,,-,9,,27,,51,,2,,11,,64,,47,,"MASSACHUSETTS
(42.151077, -71.481104)",,20191805
NEW HAMPSHIRE,2019,18,,-,0,,,-,,-,,-,5,,7,,7,,,-,2,,7,,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191806
RHODE ISLAND,2019,18,,-,0,,,-,,-,,-,4,,9,,11,,,-,5,,21,,10,,"RHODE ISLAND
(41.572574, -71.534637)",,20191807
VERMONT,2019,18,,-,0,,,-,,-,,-,4,,10,,12,,,-,43,,4,,3,,"VERMONT
(44.075252, -72.662695)",,20191808
MIDDLE ATLANTIC,2019,18,,-,0,,,-,,-,13,,53,,372,,329,,17,,86,,748,,549,,,MIDDLE ATLANTIC,20191809
NEW JERSEY,2019,18,,-,0,,,-,,-,,-,12,,8,,51,,,-,41,,205,,191,,"NEW JERSEY
(40.110253, -74.655514)",,20191810
NEW YORK,2019,18,,-,0,,,-,,-,11,,18,,125,,78,,6,,27,,96,,83,,"NEW YORK
(42.921241, -75.59655)",,20191811
NEW YORK CITY,2019,18,,-,0,,,-,,-,,-,20,,166,,102,,8,,43,,372,,220,,,NEW YORK CITY,20191812
PENNSYLVANIA,2019,18,,-,0,,,-,,-,2,,20,,73,,98,,3,,12,,75,,55,,"PENNSYLVANIA
(40.896694, -77.838886)",,20191813
EAST NORTH CENTRAL,2019,18,,-,0,,,-,,-,6,,82,,343,,450,,8,,48,,354,,457,,,EAST NORTH CENTRAL,20191814
ILLINOIS,2019,18,,-,0,,,-,,-,,-,16,,36,,71,,,-,21,,104,,133,,"ILLINOIS
(40.124144, -89.148632)",,20191815
INDIANA,2019,18,,-,0,,,-,,-,,-,12,,,-,43,,,-,5,,,-,42,,"INDIANA
(39.919991, -86.2818)",,20191816
MICHIGAN,2019,18,,-,0,,,-,,-,,-,14,,63,,64,,,-,13,,44,,51,,"MICHIGAN
(44.874798, -85.730977)",,20191817
OHIO,2019,18,,-,0,,,-,,-,6,,30,,145,,139,,7,,22,,164,,179,,"OHIO
(40.415534, -82.70936)",,20191818
WISCONSIN,2019,18,,-,0,,,-,,-,,-,30,,99,,133,,1,,6,,42,,52,,"WISCONSIN
(44.639954, -89.732969)",,20191819
WEST NORTH CENTRAL,2019,18,,-,0,,,-,,-,7,,104,,277,,481,,2,,26,,95,,371,,,WEST NORTH CENTRAL,20191820
IOWA,2019,18,,-,0,,,-,,-,,-,38,,98,,91,,,-,7,,17,,33,,"IOWA
(42.074659, -93.500061)",,20191821
KANSAS,2019,18,,-,0,,,-,,-,,-,18,,44,,45,,,-,10,,17,,61,,"KANSAS
(38.484729, -98.38018)",,20191822
MINNESOTA,2019,18,,-,0,,,-,,-,,-,29,,,-,159,,,-,11,,,-,67,,"MINNESOTA
(46.349153, -94.198308)",,20191823
MISSOURI,2019,18,,-,0,,,-,,-,5,,18,,85,,85,,1,,16,,33,,178,,"MISSOURI
(38.3675, -92.477244)",,20191824
NEBRASKA,2019,18,,-,0,,,-,,-,2,,12,,33,,49,,1,,5,,20,,19,,"NEBRASKA
(41.527099, -99.810595)",,20191825
NORTH DAKOTA,2019,18,,-,0,,,-,,-,,-,5,,7,,21,,,-,2,,4,,2,,"NORTH DAKOTA
(47.446305, -100.46931)",,20191826
SOUTH DAKOTA,2019,18,,-,0,,,-,,-,,-,35,,10,,31,,,-,3,,4,,11,,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191827
SOUTH ATLANTIC,2019,18,,-,0,,,-,,-,12,,95,,393,,588,,6,,87,,688,,927,,,SOUTH ATLANTIC,20191828
DELAWARE,2019,18,,-,0,,,-,,-,,-,3,,3,,4,,1,,3,,9,,9,,"DELAWARE
(38.994926, -75.452394)",,20191829
DISTRICT OF COLUMBIA,2019,18,,-,0,,,-,,-,,-,3,,5,,8,,,-,7,,19,,24,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191830
FLORIDA,2019,18,,-,0,,,-,,-,,-,33,,166,,250,,,-,53,,393,,449,,"FLORIDA
(28.260731, -82.420978)",,20191831
GEORGIA,2019,18,,-,0,,,-,,-,,-,8,,12,,45,,,-,15,,35,,116,,"GEORGIA
(32.638481, -83.426574)",,20191832
MARYLAND,2019,18,,-,0,,,-,,-,4,,12,,54,,53,,,-,11,,72,,60,,"MARYLAND
(38.946466, -76.687282)",,20191833
NORTH CAROLINA,2019,18,,-,0,,,-,,-,,-,20,,54,,83,,,-,13,,76,,78,,"NORTH CAROLINA
(35.52603, -79.130883)",,20191834
SOUTH CAROLINA,2019,18,,-,0,,,-,,-,1,,6,,25,,54,,1,,16,,25,,132,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191835
VIRGINIA,2019,18,,-,0,,,-,,-,7,,17,,68,,75,,4,,14,,58,,53,,"VIRGINIA
(37.510861, -78.666382)",,20191836
WEST VIRGINIA,2019,18,,-,0,,,-,,-,,-,6,,6,,16,,,-,2,,1,,6,,"WEST VIRGINIA
(38.642579, -80.613729)",,20191837
EAST SOUTH CENTRAL,2019,18,,-,0,,,-,,-,4,,46,,240,,166,,3,,30,,173,,237,,,EAST SOUTH CENTRAL,20191838
ALABAMA,2019,18,,-,0,,,-,,-,,-,8,,34,,24,,1,,13,,77,,77,,"ALABAMA
(32.756889, -86.844516)",,20191839
KENTUCKY,2019,18,,-,0,,,-,,-,2,,21,,76,,31,,,-,5,,14,,33,,"KENTUCKY
(37.526683, -85.290484)",,20191840
MISSISSIPPI,2019,18,,-,0,,,-,,-,,-,7,,16,,31,,,-,19,,42,,57,,"MISSISSIPPI
(32.713378, -89.65344)",,20191841
TENNESSEE,2019,18,,-,0,,,-,,-,2,,25,,114,,80,,2,,10,,40,,70,,"TENNESSEE
(35.842998, -86.343226)",,20191842
WEST SOUTH CENTRAL,2019,18,,-,0,,,-,,-,3,,90,,260,,348,,21,,82,,408,,365,,,WEST SOUTH CENTRAL,20191843
ARKANSAS,2019,18,,-,0,,,-,,-,2,,7,,29,,23,,12,,9,,48,,37,,"ARKANSAS
(34.899825, -92.439162)",,20191844
LOUISIANA,2019,18,,-,0,,,-,,-,,-,18,,10,,25,,4,,10,,27,,67,,"LOUISIANA
(30.921314, -91.840238)",,20191845
OKLAHOMA,2019,18,,-,0,,,-,,-,1,,37,,17,,27,,5,,6,,30,,15,,"OKLAHOMA
(35.583449, -97.508297)",,20191846
TEXAS,2019,18,,-,0,,,-,,-,,-,84,,204,,273,,,-,67,,303,,246,,"TEXAS
(31.447238, -99.317341)",,20191847
MOUNTAIN,2019,18,,-,0,,,-,,-,5,,61,,254,,335,,3,,39,,206,,253,,,MOUNTAIN,20191848
ARIZONA,2019,18,,-,0,,,-,,-,2,,12,,54,,90,,2,,21,,88,,102,,"ARIZONA
(34.293239, -111.664616)",,20191849
COLORADO,2019,18,,-,0,,,-,,-,,-,19,,89,,104,,,-,14,,63,,69,,"COLORADO
(38.998552, -105.547832)",,20191850
IDAHO,2019,18,,-,0,,,-,,-,3,,12,,46,,42,,,-,5,,10,,16,,"IDAHO
(44.389073, -114.659366)",,20191851
MONTANA,2019,18,,-,0,,,-,,-,,-,8,,15,,32,,,-,2,,3,,4,,"MONTANA
(47.033521, -109.645127)",,20191852
NEVADA,2019,18,,-,0,,,-,,-,,-,4,,4,,5,,,-,6,,12,,32,,"NEVADA
(39.283294, -114.916992)",,20191853
NEW MEXICO,2019,18,,-,0,,,-,,-,,-,7,,14,,26,,,-,5,,16,,14,,"NEW MEXICO
(34.421369, -106.108388)",,20191854
UTAH,2019,18,,-,0,,,-,,-,,-,11,,25,,33,,1,,6,,14,,15,,"UTAH
(39.323779, -111.678222)",,20191855
WYOMING,2019,18,,-,0,,,-,,-,,-,6,,7,,3,,,-,1,,,-,1,,"WYOMING
(42.999627, -107.55145)",,20191856
PACIFIC,2019,18,,-,0,,,-,,-,2,,59,,155,,152,,8,,168,,999,,983,,,PACIFIC,20191857
ALASKA,2019,18,,-,0,,,-,,-,,-,2,,,-,16,,,-,1,,2,,5,,"ALASKA
(63.631126, -151.631889)",,20191858
CALIFORNIA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,8,,109,,818,,771,,"CALIFORNIA
(37.211164, -119.662127)",,20191859
HAWAII,2019,18,,-,0,,,-,,-,,-,2,,3,,1,,,-,31,,29,,70,,"HAWAII
(21.361013, -157.854309)",,20191860
OREGON,2019,18,,-,0,,,-,,-,2,,15,,81,,81,,,-,68,,64,,53,,"OREGON
(43.940449, -120.605279)",,20191861
WASHINGTON,2019,18,,-,0,,,-,,-,,-,46,,71,,54,,,-,71,,86,,84,,"WASHINGTON
(47.411715, -120.592492)",,20191862
US TERRITORIES,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191863
AMERICAN SAMOA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20191864
NORTHERN MARIANA ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191865
GUAM,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191866
PUERTO RICO,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191867
U.S. VIRGIN ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191868
NON-US RESIDENTS,2019,18,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191869
